Store,Dept,Date,Weekly_Sales,IsHoliday_x,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y,Month,Week,Year,IsHoliday
17,8,2012-09-21,22074.08,False,B,93188,58.43,3.821,6035.13,1.91,14.5,859.64,6132.91,131.0103333,5.936,False,9,38,2012,0
38,23,2012-08-10,86.94,False,C,39690,95.91,3.811,193.46,,4.78,45.18,1781.51,130.7561613,10.926,False,8,32,2012,0
33,10,2012-06-22,174.9,False,A,39690,95.75,4.014,213.64,,,,2346.53,130.7929,7.396,False,6,25,2012,0
35,46,2011-08-26,13921.63,False,B,103681,72.88,3.704,,,,,,140.1629528,8.684,False,8,34,2011,0
10,18,2012-09-14,1337.98,False,B,126512,78.47,3.966,10389.14,,15.97,4943.53,7618.04,130.9776667,7.17,False,9,37,2012,0
28,58,2012-08-10,9500.0,False,A,206302,95.91,3.811,8364.4,69.48,30.01,4158.02,3050.7,130.7561613,10.926,False,8,32,2012,0
4,25,2011-01-21,10389.18,False,A,205863,38.34,3.017,,,,,,127.4404839,6.51,False,1,3,2011,0
28,33,2011-08-19,11017.39,False,A,206302,91.74,3.743,,,,,,129.2405806,13.503,False,8,33,2011,0
24,32,2011-01-07,3831.87,False,A,203819,30.72,3.351,,,,,,132.8823226,8.252,False,1,1,2011,0
42,38,2010-09-03,40074.04,False,C,39690,83.8,3.087,,,,,,126.1019355,9.199,False,9,35,2010,0
7,56,2011-04-22,2397.53,False,B,70713,31.84,3.636,,,,,,192.5234638,8.595,False,4,16,2011,0
1,3,2012-08-03,30331.69,False,A,151315,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,False,8,31,2012,0
14,11,2012-07-27,15279.31,False,A,200898,77.2,3.647,4945.52,113.66,4.1,10751.35,3298.31,191.1655664,8.684,False,7,30,2012,0
14,25,2012-06-08,16640.26,False,A,200898,64.3,3.689,4636.1,570.2,172.7,1103.04,8024.53,191.0155329,8.567,False,6,23,2012,0
13,55,2012-06-15,11982.57,False,A,219622,65.97,3.756,8819.8,416.5,0.22,3496.08,6331.52,130.8295333,5.965,False,6,24,2012,0
41,74,2012-06-22,18215.06,False,A,196321,66.88,3.735,6390.33,753.88,8.58,3431.59,4741.92,197.7389345,6.547,False,6,25,2012,0
24,72,2011-12-30,81494.17,True,A,203819,33.45,3.566,5743.34,44499.08,228.23,1242.49,4310.79,136.6432581,8.454,True,12,52,2011,1
6,35,2012-08-10,3386.33,False,A,202505,87.04,3.494,5750.2,187.04,5.21,3920.14,7505.63,223.5699533,5.668,False,8,32,2012,0
7,80,2010-10-29,277.8,False,B,70713,34.78,2.748,,,,,,190.951728,9.137,False,10,43,2010,0
8,95,2010-04-16,72075.67,False,A,155078,62.66,2.808,,,,,,213.8186357,6.29,False,4,15,2010,0
15,46,2012-09-14,9739.56,False,B,123737,65.44,4.088,5163.64,,1.49,922.73,3154.77,138.5673,8.193,False,9,37,2012,0
13,16,2011-04-22,30782.73,False,A,219622,47.55,3.655,,,,,,128.9553,7.193,False,4,16,2011,0
10,18,2011-02-11,18292.55,True,B,126512,51.51,3.381,,,,,,127.859129,8.744,True,2,6,2011,1
10,33,2011-09-23,10219.22,False,B,126512,82.51,3.789,,,,,,129.5183333,8.257,False,9,38,2011,0
35,17,2010-02-12,24754.29,True,B,103681,29.81,2.773,,,,,,135.4113076,9.262,True,2,6,2010,1
6,82,2010-03-12,18228.55,False,A,202505,58.82,2.667,,,,,,212.9037017,7.259,False,3,10,2010,0
29,97,2010-09-24,1862.44,False,B,93638,65.14,2.718,,,,,,132.7619333,10.409,False,9,38,2010,0
12,41,2010-12-03,447.5,False,B,112238,43.33,3.041,,,,,,126.7313333,14.313,False,12,48,2010,0
42,82,2012-02-17,8873.08,False,C,39690,54.12,3.781,66.87,736.8,3.94,,996.28,130.4546207,7.545,False,2,7,2012,0
2,81,2010-09-17,30509.71,False,A,202307,82.05,2.582,,,,,,211.1806415,8.099,False,9,37,2010,0
26,12,2011-12-02,2587.92,False,A,152513,36.74,3.501,3343.0,9.0,955.74,1187.26,14774.79,136.4909333,7.598,False,12,48,2011,0
19,80,2011-05-20,22236.69,False,A,203819,52.8,4.202,,,,,,134.6803871,7.658,False,5,20,2011,0
28,29,2010-02-05,7473.91,False,A,206302,49.47,2.962,,,,,,126.4420645,13.975,False,2,5,2010,0
36,79,2012-10-05,14738.31,False,A,39910,73.57,3.611,211.09,,,,1007.44,221.8533396,6.228,False,10,40,2012,0
25,35,2012-03-30,3580.08,False,B,128107,47.92,3.953,10660.1,225.11,1.5,2560.04,4748.1,214.1647079,6.961,False,3,13,2012,0
17,45,2011-12-09,19.91,False,B,93188,17.56,3.341,8530.15,,29.6,840.04,6700.99,129.8555333,6.617,False,12,49,2011,0
27,79,2012-02-17,36613.03,False,A,204184,37.24,3.874,14655.15,10670.84,162.82,11286.99,1595.8,141.2140357,8.009,False,2,7,2012,0
24,67,2011-11-11,9626.78,False,A,203819,46.78,3.719,9391.17,20595.49,686.11,5950.16,6034.65,136.4618065,8.454,False,11,45,2011,0
1,44,2011-06-17,3599.74,False,A,151315,86.41,3.637,,,,,,214.9980596,7.682,False,6,24,2011,0
18,93,2012-04-13,3165.88,False,B,120653,47.75,4.025,5798.35,9592.28,11.72,1492.2,2261.14,137.868,8.304,False,4,15,2012,0
26,48,2012-09-21,227.0,False,A,152513,52.68,4.056,6916.18,3.82,,228.31,7025.39,138.6534,7.405,False,9,38,2012,0
2,93,2012-08-31,73745.88,False,A,202307,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.5,221.9415576,6.565,False,8,35,2012,0
24,14,2011-03-18,11466.59,False,A,203819,43.39,3.796,,,,,,133.8492258,8.252,False,3,11,2011,0
13,55,2012-04-27,10983.75,False,A,219622,64.8,3.842,4626.7,0.11,67.16,104.18,3280.73,131.1266667,5.965,False,4,17,2012,0
26,36,2012-07-27,161.0,False,A,152513,64.12,3.701,3025.97,112.64,2.6,376.52,1155.13,138.2033871,7.405,False,7,30,2012,0
19,54,2010-06-18,175.0,False,A,203819,66.25,2.942,,,,,,132.4733333,8.185,False,6,24,2010,0
30,41,2011-06-03,15.0,False,C,42988,83.82,3.699,,,,,,214.9254865,7.931,False,6,22,2011,0
12,17,2012-10-26,9926.86,False,B,112238,65.95,4.301,13749.1,104.54,56.0,2402.63,4813.93,131.1930968,10.199,False,10,43,2012,0
12,80,2010-04-02,8.96,False,B,112238,59.84,3.086,,,,,,126.6034839,14.099,False,4,13,2010,0
9,19,2012-10-12,1446.22,False,B,125833,60.09,3.601,520.41,,6.01,,2839.84,227.1693919,4.954,False,10,41,2012,0
34,20,2012-03-02,3591.83,False,A,158114,42.74,3.619,9511.41,469.84,2.8,6593.25,4281.12,130.6457931,9.653,False,3,9,2012,0
34,48,2012-09-28,8501.0,False,A,158114,67.06,3.666,2282.47,3.82,0.22,198.21,2618.07,131.043,9.285,False,9,39,2012,0
36,13,2012-08-31,10199.72,False,A,39910,84.79,3.608,156.18,,,,329.61,220.9853964,6.623,False,8,35,2012,0
32,58,2012-02-10,385.0,True,A,203007,23.34,3.103,19784.57,9309.88,225.85,29483.81,5473.82,196.9195056,8.256,True,2,6,2012,1
39,81,2010-12-31,15572.81,True,A,184109,52.45,2.943,,,,,,210.182398,8.476,True,12,52,2010,1
42,11,2012-04-20,1021.87,False,C,39690,67.75,4.111,82.23,169.55,16.1,,642.71,131.1173333,7.382,False,4,16,2012,0
28,45,2011-12-09,35.85,False,A,206302,42.17,3.644,6628.73,21.0,140.19,6168.78,14073.59,129.8555333,12.89,False,12,49,2011,0
23,26,2011-01-28,8338.89,False,B,114533,10.91,3.243,,,,,,133.1059677,5.114,False,1,4,2011,0
3,35,2010-12-03,1413.0,False,B,37392,53.76,2.708,,,,,,214.9153531,7.564,False,12,48,2010,0
37,7,2010-06-18,1106.15,False,C,39910,84.37,2.637,,,,,,210.2108417,8.464,False,6,24,2010,0
27,29,2010-06-18,8258.5,False,A,204184,70.0,2.942,,,,,,136.3243393,8.058,False,6,24,2010,0
14,1,2011-03-25,28089.35,False,A,200898,41.76,3.625,,,,,,184.9943679,8.549,False,3,12,2011,0
38,8,2012-05-18,10217.89,False,C,39690,84.51,4.11,219.38,,,,1472.86,131.0983226,11.627,False,5,20,2012,0
9,2,2011-02-04,22472.32,False,B,125833,31.82,2.989,,,,,,216.1162864,6.416,False,2,5,2011,0
24,41,2011-05-27,2038.75,False,A,203819,65.74,4.134,,,,,,134.7677742,8.212,False,5,21,2011,0
28,13,2011-03-11,40401.32,False,A,206302,57.75,3.818,,,,,,128.3995,14.021,False,3,10,2011,0
37,6,2010-05-21,102.84,False,C,39910,77.34,2.826,,,,,,209.3922937,8.464,False,5,20,2010,0
19,27,2011-08-05,1304.94,False,A,203819,73.84,4.02,,,,,,136.0540323,7.806,False,8,31,2011,0
2,30,2011-07-01,5251.54,False,A,202307,85.69,3.524,,,,,,214.8368678,7.852,False,7,26,2011,0
10,60,2011-01-28,440.0,False,B,126512,53.03,3.231,,,,,,127.5800323,8.744,False,1,4,2011,0
26,55,2011-04-15,6816.61,False,A,152513,39.46,3.823,,,,,,134.2784667,7.818,False,4,15,2011,0
9,18,2010-11-12,4251.07,False,B,125833,61.59,2.728,,,,,,215.5557297,6.56,False,11,45,2010,0
32,11,2011-02-25,13943.42,False,A,203007,33.0,3.101,,,,,,191.9647167,8.818,False,2,8,2011,0
21,98,2010-10-01,44.0,False,B,140167,70.28,2.603,,,,,,211.3298742,8.163,False,10,39,2010,0
4,98,2011-12-02,13624.58,False,A,205863,38.71,3.176,9762.39,160.94,2260.29,4767.86,28604.2,129.8459667,5.143,False,12,48,2011,0
39,13,2010-05-21,52720.42,False,A,184109,76.67,2.826,,,,,,209.3922937,8.464,False,5,20,2010,0
24,46,2011-03-04,16868.02,False,A,203819,31.36,3.605,,,,,,133.6141429,8.252,False,3,9,2011,0
2,2,2012-04-20,67363.12,False,A,202307,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,False,4,16,2012,0
9,17,2012-02-10,5478.69,True,B,125833,44.03,3.409,5619.8,1595.17,1.71,4740.66,4494.14,223.9953006,5.667,True,2,6,2012,1
41,10,2012-07-20,17966.9,False,A,196321,74.06,3.585,4142.86,102.5,23.84,1362.4,5518.54,197.9290378,6.432,False,7,29,2012,0
2,1,2010-12-17,64512.46,False,A,202307,47.55,2.869,,,,,,211.0645458,8.163,False,12,50,2010,0
1,25,2010-07-02,10504.25,False,A,151315,80.91,2.669,,,,,,211.2235333,7.787,False,7,26,2010,0
9,92,2011-05-06,13750.39,False,B,125833,62.2,3.906,,,,,,219.4315106,6.38,False,5,18,2011,0
29,67,2012-10-19,5333.85,False,B,93638,55.28,4.0,1021.83,,2.28,194.24,3821.21,138.8336129,9.151,False,10,42,2012,0
14,30,2012-03-02,6182.32,False,A,200898,41.55,3.816,20212.56,1991.38,46.67,11970.8,6876.57,190.1714927,8.424,False,3,9,2012,0
21,40,2012-09-28,39875.83,False,B,140167,80.38,3.666,5955.46,4.91,,1458.77,7206.16,222.6164329,6.565,False,9,39,2012,0
2,97,2011-08-26,41527.14,False,A,202307,90.45,3.523,,,,,,215.386897,7.852,False,8,34,2011,0
22,55,2010-04-02,18751.84,False,B,119557,44.96,2.826,,,,,,135.7464988,8.348,False,4,13,2010,0
45,33,2012-10-26,5291.62,False,B,118221,58.85,3.882,4018.91,58.08,100.0,211.94,858.33,192.3088989,8.667,False,10,43,2012,0
17,11,2011-01-21,13510.61,False,B,93188,26.62,2.934,,,,,,127.4404839,6.866,False,1,3,2011,0
5,97,2011-02-11,680.22,True,B,34875,38.25,3.022,,,,,,213.4944627,6.634,True,2,6,2011,1
17,23,2010-03-19,10966.96,False,B,93188,33.96,2.782,,,,,,126.6066452,6.548,False,3,11,2010,0
25,24,2012-10-26,3059.35,False,B,128107,56.69,3.882,4805.66,84.19,,1073.49,730.76,216.1515902,7.293,False,10,43,2012,0
29,11,2012-09-21,4852.6,False,B,93638,63.38,4.056,2956.4,24.91,4.5,345.81,2110.49,138.6534,9.419,False,9,38,2012,0
17,38,2012-04-27,95595.69,False,B,93188,59.11,3.842,1832.86,,1.62,8.94,2211.39,131.1266667,6.235,False,4,17,2012,0
6,10,2012-01-13,39826.54,False,A,202505,48.33,3.261,4779.48,11967.81,65.72,575.13,4512.18,221.4893412,6.132,False,1,2,2012,0
18,16,2010-07-02,35912.11,False,B,120653,71.22,2.815,,,,,,132.5218667,9.342,False,7,26,2010,0
23,20,2012-02-10,11993.88,True,B,114533,26.6,3.655,8770.83,8403.67,56.54,9800.67,6133.9,137.1666774,4.261,True,2,6,2012,1
20,87,2011-02-11,41213.32,True,A,203742,25.38,3.239,,,,,,206.0763862,7.343,True,2,6,2011,1
9,4,2011-01-21,15638.13,False,B,125833,44.72,3.016,,,,,,215.3554013,6.416,False,1,3,2011,0
28,27,2012-02-10,2525.41,True,A,206302,52.27,3.722,20097.48,2774.5,66.42,16822.46,8228.86,130.3849032,12.187,True,2,6,2012,1
6,37,2010-05-07,4296.18,False,A,202505,73.68,2.835,,,,,,211.8442706,7.092,False,5,18,2010,0
32,6,2011-07-08,4200.41,False,A,203007,72.56,3.54,,,,,,193.1878448,8.622,False,7,27,2011,0
22,54,2011-01-28,25.92,False,B,119557,20.61,3.243,,,,,,136.9706544,8.458,False,1,4,2011,0
13,7,2010-11-26,194003.48,True,A,219622,28.22,2.83,,,,,,126.6692667,7.795,True,11,47,2010,1
29,32,2012-09-14,2911.79,False,B,93638,66.42,3.988,5649.87,89.66,4.86,1763.17,4109.45,138.5673,9.419,False,9,37,2012,0
34,90,2011-04-01,38101.02,False,A,158114,55.46,3.521,,,,,,128.7199355,10.581,False,4,13,2011,0
15,96,2012-06-08,4258.61,False,B,123737,59.35,3.871,4658.21,269.0,0.19,399.04,3998.9,138.1174194,8.15,False,6,23,2012,0
17,26,2012-05-11,6514.88,False,B,93188,49.96,3.809,6288.63,,22.59,997.55,1266.73,131.1453333,6.235,False,5,19,2012,0
29,9,2010-10-22,7194.51,False,B,93638,50.24,2.919,,,,,,132.8170968,10.524,False,10,42,2010,0
4,29,2010-09-10,7437.78,True,A,205863,73.54,2.574,,,,,,126.1145806,7.372,True,9,36,2010,1
35,51,2011-06-17,4.32,False,B,103681,67.03,3.842,,,,,,139.0028333,8.512,False,6,24,2011,0
24,28,2012-10-12,936.51,False,A,203819,51.64,4.186,5138.51,,141.88,407.81,3284.69,138.9117,8.693,False,10,41,2012,0
24,10,2010-03-12,23881.37,False,A,203819,42.31,2.938,,,,,,131.784,8.326,False,3,10,2010,0
34,80,2012-08-03,11281.34,False,A,158114,78.93,3.374,9386.73,45.0,37.88,4384.73,4169.76,130.737871,9.285,False,8,31,2012,0
13,92,2012-10-26,183483.92,False,A,219622,46.97,3.755,10192.49,364.57,150.0,1714.15,5563.92,131.1930968,5.621,False,10,43,2012,0
2,1,2011-05-27,21334.34,False,A,202307,76.42,3.786,,,,,,215.1544822,7.931,False,5,21,2011,0
45,36,2012-09-21,761.56,False,B,118221,65.32,4.038,8452.2,92.28,63.24,2376.38,8670.4,191.8567038,8.684,False,9,38,2012,0
23,9,2011-10-21,38150.79,False,B,114533,52.12,3.618,,,,,,136.5017742,4.42,False,10,42,2011,0
16,92,2012-10-12,24253.79,False,B,57197,43.26,3.76,522.32,,11.09,40.2,5247.6,199.0539368,5.847,False,10,41,2012,0
9,22,2011-05-06,3289.42,False,B,125833,62.2,3.906,,,,,,219.4315106,6.38,False,5,18,2011,0
34,7,2011-07-15,15575.42,False,A,158114,78.09,3.563,,,,,,129.1338387,10.641,False,7,28,2011,0
6,30,2010-05-21,6493.93,False,A,202505,74.8,2.826,,,,,,212.1275324,7.092,False,5,20,2010,0
7,74,2010-12-03,8762.9,False,B,70713,21.88,2.712,,,,,,190.9931437,9.137,False,12,48,2010,0
14,5,2010-04-16,27478.34,False,A,200898,54.28,2.899,,,,,,181.6924769,8.899,False,4,15,2010,0
27,25,2012-06-15,13919.22,False,A,204184,69.52,3.786,9943.48,614.9,15.0,3382.44,6779.57,142.1292548,8.253,False,6,24,2012,0
41,38,2010-05-14,35668.56,False,A,196321,40.23,2.788,,,,,,189.4904116,7.363,False,5,19,2010,0
25,82,2010-02-19,10929.98,False,B,128107,24.16,2.745,,,,,,204.4321004,8.187,False,2,7,2010,0
43,9,2012-01-20,89.81,False,C,41062,52.72,3.268,320.8,24.36,31.72,,153.04,211.4997811,9.653,False,1,3,2012,0
23,10,2010-10-15,25271.72,False,B,114533,45.55,2.878,,,,,,132.7633548,5.287,False,10,41,2010,0
14,19,2012-09-07,1725.47,True,A,200898,75.7,3.911,6623.84,6.97,34.35,2720.17,5498.39,191.5776756,8.684,True,9,36,2012,1
20,34,2012-10-12,19064.42,False,A,203742,47.2,4.0,2449.31,,35.08,1019.9,9743.56,216.1150568,7.293,False,10,41,2012,0
1,7,2010-03-12,21529.14,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106,False,3,10,2010,0
28,19,2011-03-04,2393.32,False,A,206302,51.72,3.674,,,,,,128.26475,14.021,False,3,9,2011,0
15,24,2012-03-02,3608.37,False,B,123737,33.24,3.983,11611.99,1749.22,27.4,7977.5,2327.04,137.4238966,7.943,False,3,9,2012,0
29,7,2012-02-10,10197.88,True,B,93638,35.68,3.655,15679.67,2427.87,4.36,4775.31,4026.33,137.1666774,8.988,True,2,6,2012,1
25,46,2010-12-31,18242.55,True,B,128107,25.89,3.179,,,,,,204.6432267,7.484,True,12,52,2010,1
34,1,2011-11-04,35204.27,False,A,158114,48.04,3.322,,,,,,129.8051935,10.148,False,11,44,2011,0
33,90,2010-04-30,25111.26,False,A,39690,73.29,3.105,,,,,,126.3805667,9.849,False,4,17,2010,0
7,32,2012-05-18,3983.0,False,B,70713,49.41,3.837,3225.22,,24.83,508.1,1897.92,197.5553137,8.09,False,5,20,2012,0
28,7,2011-10-07,20297.89,False,A,206302,70.44,3.827,,,,,,129.6938,12.89,False,10,40,2011,0
1,67,2010-10-01,5652.94,False,A,151315,71.89,2.603,,,,,,211.6719895,7.838,False,10,39,2010,0
19,71,2010-09-10,6800.54,True,A,203819,63.36,2.837,,,,,,132.7564516,8.099,True,9,36,2010,1
29,92,2012-03-02,29184.47,False,B,93638,37.47,3.827,12783.88,800.94,1.09,6884.75,1699.2,137.4238966,8.988,False,3,9,2012,0
25,82,2011-08-12,9449.12,False,B,128107,70.93,3.812,,,,,,208.7820061,7.274,False,8,32,2011,0
4,80,2010-12-17,20159.75,False,A,205863,46.57,2.884,,,,,,126.8794839,7.127,False,12,50,2010,0
15,28,2012-03-09,748.34,False,B,123737,36.97,4.021,7926.63,615.68,1.49,2126.98,2194.94,137.5066897,7.943,False,3,10,2012,0
43,14,2012-01-13,1359.48,False,C,41062,43.68,3.261,894.04,209.71,32.36,,1191.88,211.4115714,9.653,False,1,2,2012,0
24,90,2011-12-23,102877.43,False,A,203819,36.93,3.587,1813.06,632.93,1633.67,51.66,1309.54,136.5883871,8.454,False,12,51,2011,0
4,5,2011-10-28,48125.31,False,A,205863,55.31,3.362,,,,,,129.7936774,5.143,False,10,43,2011,0
40,6,2012-03-30,2537.67,False,A,155083,36.25,3.921,7182.51,120.76,9.34,2017.53,2449.78,137.7261935,4.261,False,3,13,2012,0
15,98,2010-11-05,99.75,False,B,123737,40.29,3.049,,,,,,132.9245806,8.067,False,11,44,2010,0
12,1,2011-10-21,18424.15,False,B,112238,73.05,3.842,,,,,,129.7821613,12.89,False,10,42,2011,0
38,98,2010-12-31,4029.12,True,C,39690,45.64,3.148,,,,,,127.0876774,14.313,True,12,52,2010,1
20,38,2012-07-13,124866.87,False,A,203742,78.27,3.523,8679.19,99.7,22.34,4960.49,7877.54,214.728027,7.28,False,7,28,2012,0
12,2,2010-04-23,72988.22,False,B,112238,64.55,3.05,,,,,,126.4713333,14.099,False,4,16,2010,0
22,80,2012-01-06,1580.2,False,B,119557,34.61,3.439,5803.25,34453.8,22.94,1777.64,8239.01,140.6461359,7.503,False,1,1,2012,0
5,28,2011-10-07,232.32,False,B,34875,71.64,3.285,,,,,,217.6123648,6.3,False,10,40,2011,0
27,26,2010-10-15,16138.43,False,A,204184,58.38,2.999,,,,,,136.6401935,8.021,False,10,41,2010,0
19,96,2010-02-12,16023.01,True,A,203819,23.22,2.94,,,,,,131.5866129,8.35,True,2,6,2010,1
37,10,2012-02-10,352.25,True,C,39910,54.49,3.409,264.34,3.0,40.01,,2147.95,218.9551002,7.244,True,2,6,2012,1
25,8,2011-01-28,28597.31,False,B,128107,18.92,3.237,,,,,,205.3894952,7.343,False,1,4,2011,0
44,25,2012-10-05,24.3,False,C,39910,61.79,3.815,417.9,,0.02,,496.52,131.0756667,5.217,False,10,40,2012,0
16,11,2011-12-02,19286.0,False,B,57197,27.83,3.378,516.47,61.0,944.52,9.0,7124.75,195.8223287,6.232,False,12,48,2011,0
24,60,2012-04-27,189.0,False,A,203819,49.26,4.163,12968.26,729.55,39.25,1121.45,15101.9,137.9781333,8.983,False,4,17,2012,0
29,34,2011-06-17,11543.08,False,B,93638,63.97,3.873,,,,,,135.0837333,9.966,False,6,24,2011,0
22,94,2011-08-12,13.72,False,B,119557,74.69,3.88,,,,,,140.0859873,8.023,False,8,32,2011,0
45,22,2010-12-17,14276.65,False,B,118221,30.51,3.14,,,,,,182.517732,8.724,False,12,50,2010,0
25,14,2011-02-25,10748.44,False,B,128107,28.36,3.274,,,,,,206.6424093,7.343,False,2,8,2011,0
34,30,2010-05-07,2134.34,False,A,158114,57.39,2.836,,,,,,126.2898,9.593,False,5,18,2010,0
27,59,2010-09-24,654.65,False,A,204184,67.08,2.837,,,,,,136.6317821,7.982,False,9,38,2010,0
32,8,2010-09-17,23992.99,False,A,203007,67.17,2.8,,,,,,190.4688287,9.017,False,9,37,2010,0
5,23,2012-08-03,6110.77,False,B,34875,86.91,3.417,7365.26,14.48,0.7,3640.7,2517.31,222.5385111,5.603,False,8,31,2012,0
34,11,2012-05-11,12282.9,False,A,158114,61.92,3.685,11342.48,,29.11,1214.28,1983.03,131.1453333,9.575,False,5,19,2012,0
26,2,2010-06-11,28667.3,False,A,152513,51.62,2.83,,,,,,132.4357419,8.512,False,6,23,2010,0
38,74,2011-07-01,436.95,False,C,39690,89.85,3.842,,,,,,129.0894,13.503,False,7,26,2011,0
1,60,2011-08-26,906.4,False,A,151315,87.96,3.523,,,,,,215.7332258,7.962,False,8,34,2011,0
22,35,2012-06-29,6030.0,False,B,119557,70.99,3.577,3297.53,345.5,,339.38,2257.49,142.1920381,7.671,False,6,26,2012,0
3,10,2010-11-12,10253.65,False,B,37392,62.79,2.728,,,,,,215.3256258,7.564,False,11,45,2010,0
8,32,2011-01-07,4434.25,False,A,155078,35.77,2.976,,,,,,214.7415521,6.262,False,1,1,2011,0
31,25,2011-12-02,8338.65,False,A,203750,48.72,3.172,5425.3,96.94,1100.35,2779.95,24475.38,218.3590319,7.441,False,12,48,2011,0
3,85,2011-12-23,1266.7,False,B,37392,53.41,3.112,89.98,0.24,411.52,,586.66,222.8258628,7.197,False,12,51,2011,0
17,91,2011-08-12,9551.39,False,B,93188,64.79,3.606,,,,,,129.2015806,6.745,False,8,32,2011,0
36,17,2011-12-02,320.69,False,A,39910,53.57,3.164,,,10.0,,624.31,217.4229206,7.716,False,12,48,2011,0
16,22,2012-08-03,8058.48,False,B,57197,68.59,3.528,4801.46,,,3030.35,2945.89,198.0293893,6.061,False,8,31,2012,0
8,27,2012-06-01,623.25,False,A,155078,78.31,3.501,11578.32,41.6,58.17,1319.45,2044.72,225.300865,5.679,False,6,22,2012,0
31,60,2012-02-03,369.0,False,A,203750,55.83,3.36,60394.73,2578.65,128.54,33529.14,7737.46,219.8118854,7.057,False,2,5,2012,0
25,29,2012-04-27,2882.76,False,B,128107,44.2,4.004,4318.51,5.24,5.83,62.58,1828.28,214.4223063,7.139,False,4,17,2012,0
23,82,2012-02-24,19500.25,False,B,114533,31.12,3.751,18500.67,10478.33,,7541.62,7320.47,137.3411034,4.261,False,2,8,2012,0
6,96,2012-05-11,29838.94,False,A,202505,72.66,3.688,10658.74,,133.22,3312.9,9700.64,223.3346212,5.964,False,5,19,2012,0
41,28,2011-01-07,429.89,False,A,196321,23.76,2.882,,,,,,191.3683815,7.241,False,1,1,2011,0
9,23,2011-03-04,8915.47,False,B,125833,60.67,3.288,,,,,,217.4036503,6.416,False,3,9,2011,0
9,36,2010-10-01,492.0,False,B,125833,69.08,2.603,,,,,,215.2141341,6.56,False,10,39,2010,0
20,31,2011-04-22,3656.86,False,A,203742,52.56,3.892,,,,,,208.4779405,7.287,False,4,16,2011,0
22,13,2010-02-19,34631.53,False,B,119557,31.96,2.747,,,,,,135.4657781,8.283,False,2,7,2010,0
26,8,2010-05-28,25444.44,False,A,152513,61.65,2.906,,,,,,132.2939355,8.512,False,5,21,2010,0
9,26,2010-11-26,7185.32,True,B,125833,60.18,2.735,,,,,,215.2909028,6.56,True,11,47,2010,1
31,12,2010-10-15,2468.78,False,A,203750,68.61,2.72,,,,,,211.4713286,8.163,False,10,41,2010,0
13,30,2010-12-10,4171.08,False,A,219622,36.78,2.817,,,,,,126.7934,7.795,False,12,49,2010,0
42,42,2012-02-17,226.98,False,C,39690,54.12,3.781,66.87,736.8,3.94,,996.28,130.4546207,7.545,False,2,7,2012,0
37,11,2011-10-14,1246.27,False,C,39910,74.16,3.274,,,,,,216.0885258,7.716,False,10,41,2011,0
30,32,2011-08-05,10.0,False,C,42988,94.22,3.684,,,,,,215.1978515,7.852,False,8,31,2011,0
19,93,2011-02-11,38828.58,True,A,203819,21.79,3.416,,,,,,133.260871,7.771,True,2,6,2011,1
41,22,2010-04-30,9749.6,False,A,196321,40.2,2.766,,,,,,189.575127,7.363,False,4,17,2010,0
23,12,2011-09-23,6306.69,False,B,114533,57.14,3.758,,,,,,136.367,4.584,False,9,38,2011,0
32,34,2011-03-11,10459.79,False,A,203007,36.51,3.372,,,,,,192.058484,8.818,False,3,10,2011,0
7,91,2011-06-24,10777.13,False,B,70713,46.85,3.661,,,,,,192.9982655,8.595,False,6,25,2011,0
18,10,2011-03-25,16398.44,False,B,120653,36.65,3.624,,,,,,133.9587419,9.131,False,3,12,2011,0
17,81,2012-08-31,12742.87,False,B,93188,68.07,3.624,11235.99,,2.73,3648.33,1964.35,130.8853548,5.936,False,8,35,2012,0
39,35,2011-03-25,2656.97,False,A,184109,71.17,3.473,,,,,,213.3436744,8.395,False,3,12,2011,0
40,3,2010-02-19,5836.3,False,A,155083,27.84,2.747,,,,,,131.637,5.892,False,2,7,2010,0
2,34,2011-12-02,18398.11,False,A,202307,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,False,12,48,2011,0
26,80,2012-02-10,21229.58,True,A,152513,23.89,3.655,5858.94,2569.2,13.42,5936.74,5874.01,137.1666774,7.467,True,2,6,2012,1
11,72,2011-06-10,58195.88,False,A,207499,85.79,3.648,,,,,,218.4037974,7.574,False,6,23,2011,0
23,7,2011-08-26,30021.78,False,B,114533,67.04,3.796,,,,,,136.2136129,4.584,False,8,34,2011,0
23,85,2012-03-16,4188.73,False,B,114533,41.19,3.867,5739.62,110.48,6.03,3380.28,838.7,137.5843871,4.261,False,3,11,2012,0
11,92,2012-02-24,75673.13,False,A,207499,61.11,3.555,17546.88,7531.48,0.5,3698.03,12656.68,224.1320199,6.833,False,2,8,2012,0
39,97,2012-09-14,26333.09,False,A,184109,76.71,3.717,9997.12,4.0,67.58,1208.44,18054.35,221.2601207,6.623,False,9,37,2012,0
